a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
4000.00000,1.65417,1.09680,0.43102,0.37421,4.80139,0.94192,-1.27996,3.70459,0.51089,1.63831,13.72397,0.26101
4000.00000,1.42269,1.86591,0.30394,0.19076,13.47971,0.62922,-1.23193,11.61381,0.32528,1.51766,134.88048,0.10581
4000.00000,1.75877,0.74102,0.10999,0.59739,2.13088,0.71299,-1.16138,1.38986,0.60300,1.34881,1.93171,0.36361
4000.00000,0.76024,1.06963,0.42058,0.17396,4.76161,0.55101,-0.58629,3.69198,0.13043,0.34373,13.63074,0.01701
4000.00000,1.51609,1.34867,0.47166,0.28429,7.02509,0.89756,-1.23180,5.67642,0.42590,1.51733,32.22172,0.18139
4000.00000,1.01763,0.54516,0.48460,0.45814,1.21335,0.68814,-0.55949,0.66820,0.20354,0.31303,0.44649,0.04143
4000.00000,0.97632,1.77216,0.47886,0.13973,12.31618,0.66978,-0.83659,10.54402,0.19091,0.69989,111.17626,0.03645
4000.00000,1.98516,0.96782,0.23599,0.50181,3.89146,0.94351,-1.48335,2.92365,0.70753,2.20034,8.54770,0.50059
4000.00000,1.90323,0.77860,0.24900,0.63251,2.23406,0.92199,-1.27071,1.45546,0.67298,1.61472,2.11836,0.45291
4000.00000,1.17007,1.25228,0.19866,0.23559,6.22409,0.48167,-0.93448,4.97182,0.28301,0.87326,24.71895,0.08009
4000.00000,1.85654,1.72611,0.40282,0.26554,12.01756,0.89201,-1.59100,10.29145,0.48919,2.53128,105.91395,0.23931
4000.00000,1.10361,1.82688,0.45823,0.15508,12.53319,0.68155,-0.94853,10.70631,0.22333,0.89971,114.62503,0.04987
4000.00000,0.77695,1.01316,0.27198,0.19409,4.08640,0.40702,-0.58286,3.07324,0.13504,0.33973,9.44480,0.01824
4000.00000,1.23923,0.94991,0.33843,0.32945,3.47387,0.65943,-0.90978,2.52396,0.32100,0.82770,6.37037,0.10304
4000.00000,1.01594,1.59950,0.36346,0.16104,10.01283,0.57061,-0.85490,8.41333,0.20715,0.73085,70.78415,0.04291
4000.00000,0.51622,1.73983,0.42039,0.07196,12.91889,0.48084,-0.44426,11.17906,0.06045,0.19737,124.97143,0.00365
4000.00000,0.82204,0.60085,0.33794,0.31068,1.80315,0.48091,-0.51136,1.20230,0.14297,0.26149,1.44552,0.02044
4000.00000,0.75879,1.35196,0.21854,0.15279,6.09237,0.34550,-0.60599,4.74041,0.12696,0.36723,22.47148,0.01612
4000.00000,0.57552,0.57915,0.37680,0.27175,1.12740,0.43904,-0.30377,0.54825,0.06223,0.09228,0.30058,0.00387
4000.00000,1.03881,1.73533,0.42828,0.15010,11.80798,0.64140,-0.88872,10.07265,0.21312,0.78982,101.45825,0.04542
4000.00000,0.81359,0.62703,0.28668,0.31242,1.67264,0.42364,-0.50116,1.04561,0.13697,0.25117,1.09330,0.01876
4000.00000,1.73544,1.07692,0.28365,0.40653,4.71980,0.84437,-1.32890,3.64288,0.56072,1.76598,13.27057,0.31441
4000.00000,1.21339,1.11162,0.16449,0.27369,4.94644,0.47596,-0.93970,3.83482,0.31147,0.88304,14.70584,0.09702
4000.00000,1.12650,0.67454,0.34512,0.41460,1.87374,0.59854,-0.71190,1.19920,0.25342,0.50681,1.43808,0.06422
4000.00000,1.72201,1.41775,0.24938,0.29856,8.07932,0.73755,-1.42345,6.66157,0.48817,2.02620,44.37656,0.23831
4000.00000,1.48724,0.60516,0.25810,0.61646,1.44853,0.67946,-0.87078,0.84337,0.42136,0.75826,0.71127,0.17754
4000.00000,1.33556,0.84707,0.30097,0.38836,3.03198,0.67785,-0.94720,2.18491,0.37688,0.89718,4.77384,0.14204
4000.00000,1.62860,1.29694,0.37098,0.31416,6.76206,0.84328,-1.31444,5.46511,0.47230,1.72774,29.86748,0.22307
4000.00000,1.31044,1.76700,0.27252,0.18341,12.85203,0.57317,-1.12704,11.08503,0.30065,1.27022,122.87790,0.09039
4000.00000,1.27114,0.96270,0.32922,0.33383,3.57325,0.67119,-0.93732,2.61055,0.34197,0.87856,6.81495,0.11694
4000.00000,1.50664,1.70815,0.47870,0.21921,11.85299,0.84958,-1.28743,10.14485,0.37087,1.65748,102.91794,0.13755
4000.00000,1.53207,0.68058,0.47541,0.54456,1.96637,0.94160,-0.98751,1.28579,0.46618,0.97518,1.65326,0.21733
4000.00000,1.12579,0.74034,0.16837,0.37379,2.26678,0.43188,-0.75200,1.52644,0.26350,0.56551,2.33001,0.06943
4000.00000,1.49258,1.40367,0.16521,0.26583,7.76972,0.56523,-1.22675,6.36605,0.40002,1.50490,40.52656,0.16002
4000.00000,1.88970,1.12944,0.12025,0.41394,5.28796,0.74568,-1.47575,4.15852,0.62543,2.17785,17.29328,0.39116
4000.00000,0.51695,1.68106,0.22257,0.07401,12.26189,0.28447,-0.44294,10.58083,0.06189,0.19620,111.95395,0.00383
4000.00000,0.91286,1.56416,0.20860,0.14962,9.20303,0.38125,-0.76324,7.63887,0.17265,0.58254,58.35240,0.02981
4000.00000,1.74855,1.70847,0.18973,0.25368,12.04300,0.63230,-1.49487,10.33452,0.44258,2.23463,106.80237,0.19587
4000.00000,0.62529,0.81669,0.40099,0.18025,2.99434,0.48636,-0.44504,2.17765,0.08537,0.19806,4.74217,0.00729
4000.00000,1.29491,0.74205,0.32880,0.42764,2.29628,0.67525,-0.86727,1.55423,0.34645,0.75216,2.41562,0.12003
4000.00000,1.04161,1.11268,0.37188,0.23210,4.98402,0.60904,-0.80951,3.87134,0.23717,0.65531,14.98728,0.05625
4000.00000,1.46226,0.88974,0.45443,0.41410,3.03884,0.88372,-1.04815,2.14910,0.42929,1.09863,4.61861,0.18429
4000.00000,1.50858,1.73910,0.36924,0.21559,12.05179,0.73869,-1.29299,10.31269,0.36945,1.67181,106.35166,0.13650
4000.00000,1.50691,0.90597,0.13249,0.43901,2.92972,0.58710,-1.06790,2.02375,0.45461,1.14040,4.09557,0.20667
4000.00000,1.79915,0.93416,0.28707,0.48401,3.38781,0.88448,-1.31514,2.45365,0.59740,1.72960,6.02042,0.35689
4000.00000,1.77586,0.80229,0.47377,0.55779,2.53618,1.09676,-1.21807,1.73388,0.62298,1.48370,3.00636,0.38811
4000.00000,1.72757,0.56021,0.45597,0.74490,1.34719,1.02586,-0.98267,0.78698,0.56989,0.96564,0.61933,0.32478
4000.00000,0.68893,1.96873,0.36954,0.08960,15.02403,0.47224,-0.59933,13.05530,0.10270,0.35920,170.44094,0.01055
4000.00000,1.52380,1.36304,0.27162,0.27416,7.72007,0.69600,-1.24964,6.35703,0.42437,1.56160,40.41188,0.18009
4000.00000,1.43800,1.62062,0.18749,0.22239,10.51456,0.54844,-1.21561,8.89394,0.36095,1.47771,79.10214,0.13029
4000.00000,1.60123,1.01198,0.29141,0.40661,3.80493,0.78448,-1.19461,2.79296,0.49307,1.42710,7.80060,0.24312
4000.00000,0.88789,0.54178,0.35255,0.40737,1.17570,0.50385,-0.48051,0.63393,0.15130,0.23089,0.40186,0.02289
4000.00000,1.94795,0.57563,0.45615,0.85630,1.28921,1.14135,-1.09165,0.71359,0.68520,1.19171,0.50920,0.46950
4000.00000,1.40137,1.01144,0.46691,0.35620,3.88317,0.85665,-1.04517,2.87174,0.38975,1.09239,8.24687,0.15190
4000.00000,1.54675,1.85040,0.41688,0.20600,14.06805,0.78587,-1.34075,12.21765,0.36900,1.79761,149.27102,0.13616
4000.00000,1.39019,0.52437,0.39151,0.65540,1.13609,0.74000,-0.73479,0.61172,0.34849,0.53992,0.37421,0.12144
4000.00000,0.64163,1.74728,0.46736,0.09512,11.16053,0.56044,-0.54651,9.41326,0.09309,0.29867,88.60939,0.00866
4000.00000,0.67733,0.50005,0.38485,0.35263,0.91825,0.46768,-0.32470,0.41820,0.08283,0.10543,0.17489,0.00686
4000.00000,1.93645,1.34862,0.30578,0.35114,7.59288,0.91565,-1.58531,6.24426,0.60987,2.51321,38.99080,0.37194
4000.00000,0.86045,0.64245,0.22597,0.33407,1.66398,0.37921,-0.52638,1.02153,0.15324,0.27708,1.04353,0.02348
4000.00000,1.81043,1.99335,0.33309,0.22250,15.82007,0.75281,-1.58793,13.82672,0.41972,2.52153,191.17809,0.17617
4000.00000,1.52329,0.97286,0.15328,0.40548,3.50455,0.62159,-1.11781,2.53169,0.46831,1.24949,6.40948,0.21931
4000.00000,1.63021,1.80929,0.29998,0.22062,13.54078,0.69617,-1.40959,11.73149,0.39619,1.98694,137.62794,0.15696
4000.00000,1.77494,0.79437,0.15022,0.56079,2.50283,0.75386,-1.21415,1.70847,0.60364,1.47415,2.91886,0.36438
4000.00000,0.65823,1.37838,0.31774,0.11679,7.97048,0.41855,-0.54144,6.59210,0.10081,0.29315,43.45572,0.01016
4000.00000,0.96166,1.42046,0.45917,0.17050,8.10348,0.65175,-0.79116,6.68302,0.19257,0.62593,44.66275,0.03708
4000.00000,1.19927,0.78490,0.38070,0.39142,2.33113,0.67842,-0.80786,1.54622,0.29773,0.65263,2.39080,0.08864
4000.00000,1.55316,0.99703,0.37027,0.38162,4.10420,0.83148,-1.17154,3.10717,0.46121,1.37250,9.65450,0.21271
4000.00000,0.87632,0.68067,0.33382,0.31306,1.96337,0.49355,-0.56326,1.28270,0.15974,0.31727,1.64532,0.02552
4000.00000,1.99662,1.17761,0.24189,0.43125,5.33679,0.90736,-1.56538,4.15918,0.66547,2.45041,17.29882,0.44285
4000.00000,1.48954,1.16305,0.35929,0.31563,5.69897,0.78831,-1.17390,4.53592,0.42902,1.37805,20.57455,0.18405
4000.00000,0.72715,1.21612,0.34072,0.15314,5.58736,0.45807,-0.57401,4.37124,0.11735,0.32949,19.10774,0.01377
4000.00000,0.74399,1.60155,0.18353,0.11386,10.78717,0.30625,-0.63014,9.18562,0.12271,0.39707,84.37565,0.01506
4000.00000,1.01822,1.70452,0.31611,0.14873,11.95748,0.52032,-0.86949,10.25297,0.20420,0.75602,105.12332,0.04170
4000.00000,0.71520,0.72717,0.27311,0.27143,1.73337,0.38203,-0.44377,1.00621,0.10892,0.19694,1.01245,0.01186
4000.00000,1.21526,1.44514,0.43146,0.20631,8.66920,0.72164,-1.00895,7.22406,0.29018,1.01798,52.18712,0.08420
4000.00000,1.10813,1.27442,0.33226,0.21818,6.52772,0.58452,-0.88995,5.25329,0.25226,0.79202,27.59706,0.06363
4000.00000,1.15978,1.46593,0.25238,0.19653,8.89612,0.51721,-0.96325,7.43018,0.26483,0.92785,55.20758,0.07013
4000.00000,1.16387,0.57254,0.42820,0.49868,1.35472,0.69971,-0.66519,0.78218,0.27152,0.44247,0.61180,0.07372
4000.00000,1.73890,1.44719,0.41376,0.30394,8.10321,0.90928,-1.43496,6.65602,0.49552,2.05910,44.30262,0.24554
4000.00000,0.83073,1.43848,0.32864,0.14662,8.04990,0.48111,-0.68411,6.61142,0.15246,0.46801,43.71088,0.02325
4000.00000,0.84016,1.49978,0.13204,0.14206,8.62536,0.28284,-0.69810,7.12558,0.15080,0.48734,50.77389,0.02274
4000.00000,0.57673,1.09669,0.30468,0.13572,4.51267,0.38050,-0.44101,3.41598,0.07582,0.19449,11.66889,0.00575
4000.00000,0.59306,0.60673,0.32955,0.23983,1.53054,0.40293,-0.35323,0.92381,0.07339,0.12477,0.85342,0.00539
4000.00000,0.64701,0.56610,0.17411,0.29335,1.22665,0.25568,-0.35367,0.66055,0.08157,0.12508,0.43632,0.00665
4000.00000,0.75483,0.69042,0.14931,0.29046,1.68544,0.26851,-0.46437,0.99503,0.11920,0.21564,0.99008,0.01421
4000.00000,1.07321,1.33210,0.13070,0.20027,7.42085,0.36596,-0.87294,6.08875,0.23525,0.76203,37.07290,0.05534
4000.00000,1.12316,0.53601,0.23415,0.53443,1.10915,0.47138,-0.58873,0.57314,0.23723,0.34660,0.32849,0.05628
4000.00000,0.97305,1.08972,0.19477,0.22515,4.72669,0.40164,-0.74789,3.63697,0.20687,0.55934,13.22757,0.04280
4000.00000,1.21263,1.88365,0.12909,0.16039,14.21883,0.38845,-1.05225,12.33518,0.25935,1.10723,152.15675,0.06726
4000.00000,0.83699,1.09900,0.26387,0.21267,3.85598,0.41566,-0.62431,2.75698,0.15179,0.38977,7.60093,0.02304
4000.00000,1.13002,1.36754,0.43304,0.19998,7.99130,0.69183,-0.93004,6.62376,0.25879,0.86497,43.87425,0.06697
4000.00000,1.10411,1.27942,0.49861,0.21104,6.88609,0.74831,-0.89307,5.60668,0.24970,0.79757,31.43483,0.06235
4000.00000,1.92391,1.81940,0.46282,0.26284,13.35771,0.93698,-1.66107,11.53831,0.47416,2.75914,133.13262,0.22483
4000.00000,1.39067,1.36339,0.16458,0.25663,7.34753,0.52213,-1.13404,5.98414,0.35755,1.28606,35.80990,0.12784
4000.00000,0.53780,1.03225,0.41209,0.14118,3.68634,0.47827,-0.39662,2.65409,0.06619,0.15731,7.04421,0.00438
4000.00000,1.60254,1.41516,0.29527,0.27815,8.17751,0.75133,-1.32439,6.76235,0.45606,1.75400,45.72941,0.20799
4000.00000,0.93228,0.50970,0.29850,0.43453,1.14861,0.46571,-0.49774,0.63891,0.16721,0.24775,0.40821,0.02796
4000.00000,0.76161,1.20747,0.13657,0.15642,5.73981,0.26742,-0.60520,4.53234,0.13085,0.36626,20.54206,0.01712
4000.00000,0.79444,0.53385,0.44467,0.36739,1.17471,0.56940,-0.42705,0.64086,0.12474,0.18237,0.41070,0.01556
4000.00000,1.62479,1.86956,0.32885,0.21546,14.07223,0.71386,-1.40933,12.20267,0.38501,1.98621,148.90519,0.14823
4000.00000,1.33270,1.38199,0.27060,0.24627,7.18859,0.60228,-1.08643,5.80660,0.33168,1.18033,33.71665,0.11001
4000.00000,1.10047,1.71780,0.10554,0.16286,11.47087,0.33630,-0.93760,9.75307,0.23075,0.87910,95.12234,0.05325
4000.00000,1.49454,1.51860,0.47270,0.24542,9.46457,0.86062,-1.24912,7.94597,0.38792,1.56030,63.13839,0.15048
4000.00000,0.70719,1.78867,0.30002,0.10285,11.78914,0.40942,-0.60433,10.00047,0.10939,0.36522,100.00938,0.01197
4000.00000,1.11602,0.81454,0.49062,0.33875,2.69357,0.75907,-0.77728,1.87903,0.26845,0.60416,3.53076,0.07207
4000.00000,1.53748,1.94846,0.25742,0.20051,15.29479,0.61057,-1.33698,13.34634,0.35315,1.78750,178.12469,0.12471
4000.00000,1.25668,0.96828,0.27099,0.32154,3.74914,0.59802,-0.93515,2.78085,0.32703,0.87450,7.73314,0.10695
4000.00000,0.79795,1.67508,0.46370,0.11641,11.64243,0.59719,-0.68153,9.96735,0.13349,0.46449,99.34810,0.01782
4000.00000,1.22926,0.66352,0.19942,0.45382,1.85657,0.50718,-0.77545,1.19305,0.30776,0.60132,1.42336,0.09472
4000.00000,1.78585,1.64698,0.15868,0.27039,11.21359,0.64786,-1.51546,9.56662,0.48919,2.29662,91.52019,0.23930
4000.00000,0.67993,0.96810,0.42096,0.17942,3.59774,0.52457,-0.50051,2.62965,0.10361,0.25051,6.91505,0.01074
4000.00000,1.62774,1.71792,0.47830,0.23440,12.13222,0.89089,-1.39333,10.41430,0.41259,1.94138,108.45773,0.17023
4000.00000,1.51658,0.87847,0.44922,0.44380,2.96849,0.90752,-1.07279,2.09002,0.45830,1.15088,4.36819,0.21004
4000.00000,1.07510,0.75242,0.43458,0.38068,2.02244,0.67452,-0.69442,1.27003,0.23995,0.48221,1.61297,0.05757
4000.00000,1.19135,1.74306,0.43183,0.16989,12.73946,0.69365,-1.02146,10.99640,0.26183,1.04337,120.92071,0.06855
4000.00000,1.04447,1.81892,0.39015,0.14302,13.44769,0.59877,-0.90146,11.62877,0.20862,0.81263,135.22831,0.04352
4000.00000,0.90584,0.87319,0.47682,0.25100,3.25776,0.65442,-0.65484,2.38457,0.17759,0.42881,5.68617,0.03154
4000.00000,1.31639,1.96367,0.24765,0.16965,15.11237,0.52185,-1.14673,13.14870,0.27420,1.31500,172.88837,0.07518
4000.00000,1.25828,1.26164,0.15535,0.25923,5.69466,0.47132,-0.99905,4.43302,0.31597,0.99811,19.65167,0.09984
4000.00000,1.12272,1.13329,0.41403,0.24672,5.33364,0.67572,-0.87600,4.20036,0.26169,0.76738,17.64299,0.06848
4000.00000,0.88497,1.62817,0.30515,0.13514,10.75345,0.46897,-0.74983,9.12528,0.16382,0.56224,83.27072,0.02684
4000.00000,1.01753,0.58210,0.18170,0.45723,1.24415,0.38387,-0.56030,0.66205,0.20218,0.31394,0.43832,0.04088
4000.00000,0.68055,0.60141,0.38961,0.26305,1.64860,0.48496,-0.41749,1.04719,0.09535,0.17430,1.09661,0.00909
4000.00000,1.57808,0.66591,0.11424,0.58519,1.81192,0.60605,-0.99289,1.14601,0.49181,0.98583,1.31335,0.24188
4000.00000,1.01187,1.16628,0.37023,0.21876,5.45270,0.58878,-0.79310,4.28643,0.21855,0.62901,18.37348,0.04776
4000.00000,1.22485,1.98034,0.40183,0.15330,15.95414,0.65768,-1.07155,13.97380,0.25585,1.14822,195.26708,0.06546
4000.00000,0.51047,1.10522,0.19390,0.11176,5.17726,0.25347,-0.39871,4.07204,0.05957,0.15897,16.58151,0.00355
4000.00000,0.60228,0.78069,0.32222,0.19167,2.46022,0.40331,-0.41061,1.67953,0.08109,0.16860,2.82082,0.00658
4000.00000,1.23944,0.99523,0.14272,0.28582,4.78498,0.46221,-0.95362,3.78975,0.31949,0.90938,14.36221,0.10207
4000.00000,0.74643,1.67474,0.14900,0.11475,10.39492,0.27040,-0.63168,8.72018,0.12140,0.39902,76.04153,0.01474
4000.00000,0.61678,1.93317,0.19878,0.08065,14.58343,0.28425,-0.53614,12.65026,0.08547,0.28744,160.02896,0.00730
4000.00000,1.86380,1.72944,0.45528,0.26501,12.14214,0.93804,-1.59879,10.41270,0.48276,2.55613,108.42430,0.23306
4000.00000,1.31683,0.73982,0.37650,0.44259,2.21586,0.74069,-0.87424,1.47604,0.36420,0.76430,2.17869,0.13264
4000.00000,1.46830,0.73366,0.31882,0.49254,2.22780,0.75273,-0.97576,1.49414,0.43391,0.95211,2.23245,0.18828
4000.00000,1.93347,1.93045,0.24093,0.25021,15.02804,0.71322,-1.68327,13.09759,0.47228,2.83339,171.54687,0.22305
4000.00000,1.64527,0.66302,0.49250,0.60212,1.84233,1.03624,-1.04315,1.17931,0.54374,1.08817,1.39077,0.29565
4000.00000,0.71903,1.90710,0.46706,0.09488,14.06011,0.57553,-0.62415,12.15301,0.10848,0.38957,147.69577,0.01177
4000.00000,1.03394,0.72276,0.33859,0.34924,2.18799,0.56406,-0.68470,1.46523,0.22548,0.46881,2.14689,0.05084
4000.00000,0.94985,1.46419,0.34038,0.16709,8.03822,0.52818,-0.78276,6.57403,0.18780,0.61271,43.21783,0.03527
4000.00000,1.70141,0.77024,0.14395,0.57009,2.23806,0.69860,-1.13132,1.46783,0.55466,1.27989,2.15451,0.30764
4000.00000,1.41472,0.86121,0.25472,0.40876,2.98722,0.66090,-1.00596,2.12602,0.40618,1.01195,4.51994,0.16498
4000.00000,0.50907,1.22579,0.14930,0.09771,6.75434,0.21029,-0.41136,5.52855,0.06099,0.16922,30.56486,0.00372
4000.00000,1.82672,1.33099,0.31382,0.34586,6.99356,0.86678,-1.48086,5.66257,0.55295,2.19294,32.06469,0.30576
4000.00000,1.63974,1.00824,0.48082,0.40457,3.99004,0.99718,-1.23517,2.98180,0.51636,1.52564,8.89114,0.26663
4000.00000,1.61586,1.87881,0.26951,0.20781,14.90083,0.65120,-1.40805,13.02202,0.38169,1.98260,169.57303,0.14569
4000.00000,1.86432,1.35343,0.40487,0.34385,7.30627,0.97926,-1.52047,5.95283,0.57439,2.31182,35.43624,0.32993
4000.00000,1.69090,1.91149,0.34928,0.21986,14.33797,0.75039,-1.47105,12.42649,0.40110,2.16398,154.41756,0.16088
4000.00000,1.17553,1.62344,0.24279,0.18747,9.82846,0.50536,-0.98806,8.20501,0.26257,0.97625,67.32225,0.06894
4000.00000,0.93787,1.62291,0.29304,0.13709,11.52726,0.47250,-0.80077,9.90434,0.17946,0.64124,98.09604,0.03221
4000.00000,1.28757,1.56092,0.20087,0.20565,9.54067,0.51058,-1.08193,7.97976,0.30971,1.17057,63.67651,0.09592
4000.00000,1.32599,0.72972,0.39125,0.46139,2.08203,0.74032,-0.86460,1.35231,0.34907,0.74753,1.82875,0.12185
4000.00000,0.60266,1.84610,0.14775,0.08133,14.03771,0.22700,-0.52133,12.19161,0.07925,0.27178,148.63544,0.00628
4000.00000,1.78182,1.01001,0.44786,0.43527,4.27715,1.03987,-1.34655,3.26715,0.59201,1.81319,10.67424,0.35048
4000.00000,0.74825,1.55991,0.31414,0.12153,9.18328,0.43777,-0.62672,7.62338,0.12363,0.39278,58.11586,0.01528
4000.00000,1.50039,1.15309,0.48125,0.32710,5.16145,0.91206,-1.17329,4.00835,0.43081,1.37662,16.06689,0.18560
4000.00000,1.34662,1.40087,0.16650,0.24015,7.88816,0.50968,-1.10648,6.48728,0.34318,1.22429,42.08481,0.11777
4000.00000,0.78804,1.50003,0.34935,0.13403,8.63059,0.48107,-0.65400,7.13056,0.13172,0.42772,50.84494,0.01735
4000.00000,0.79633,1.70776,0.17431,0.11754,11.79433,0.30792,-0.67880,10.08656,0.13361,0.46076,101.73879,0.01785
4000.00000,1.33726,1.02050,0.47315,0.32184,4.31222,0.83915,-1.01541,3.29171,0.36600,1.03107,10.83537,0.13396
4000.00000,1.88080,0.51800,0.32113,0.86536,1.19972,0.99449,-1.01545,0.68171,0.67336,1.03113,0.46473,0.45342
4000.00000,1.22525,1.14372,0.12996,0.25887,5.63913,0.43671,-0.96638,4.49540,0.30675,0.93389,20.20864,0.09410
4000.00000,1.65312,0.59292,0.33072,0.70019,1.38807,0.85975,-0.95294,0.79515,0.52902,0.90809,0.63227,0.27986
4000.00000,1.13257,0.55988,0.27963,0.51056,1.21247,0.52190,-0.62201,0.65258,0.24227,0.38690,0.42587,0.05869
4000.00000,1.05020,0.64924,0.40664,0.37357,2.01774,0.63979,-0.67663,1.36850,0.23315,0.45782,1.87279,0.05436
4000.00000,0.92781,1.44616,0.28226,0.15770,8.55536,0.46241,-0.77011,7.10920,0.18015,0.59306,50.54073,0.03245
4000.00000,0.58434,1.22845,0.46512,0.12028,5.80334,0.54271,-0.46406,4.57489,0.07759,0.21535,20.92962,0.00602
4000.00000,1.33883,1.27211,0.13983,0.25144,7.12131,0.49747,-1.08739,5.84920,0.35763,1.18241,34.21313,0.12790
4000.00000,1.52467,1.89885,0.33027,0.20353,14.49257,0.68128,-1.32114,12.59372,0.35102,1.74541,158.60182,0.12321
4000.00000,1.47302,1.84887,0.34940,0.20149,13.58996,0.69526,-1.27153,11.74108,0.34585,1.61679,137.85302,0.11961
4000.00000,0.77607,1.63468,0.28966,0.11680,11.06235,0.41967,-0.65927,9.42767,0.13001,0.43463,88.88098,0.01690
4000.00000,0.72194,1.97698,0.18364,0.09271,15.41317,0.29314,-0.62922,13.43618,0.10950,0.39592,180.53104,0.01199
4000.00000,0.53151,0.55165,0.27833,0.22173,1.45106,0.33608,-0.30978,0.89941,0.05775,0.09596,0.80894,0.00334
4000.00000,0.70054,1.90309,0.40057,0.09571,13.14846,0.50655,-0.60484,11.24537,0.10598,0.36583,126.45833,0.01123
4000.00000,0.99826,1.55121,0.40613,0.16730,8.82367,0.61081,-0.83096,7.27246,0.20469,0.69049,52.88869,0.04190
4000.00000,1.08083,0.92415,0.22180,0.31175,2.94648,0.47320,-0.76908,2.02233,0.25140,0.59149,4.08983,0.06320
4000.00000,1.80430,0.77099,0.47907,0.59389,2.34480,1.10153,-1.21041,1.57381,0.62245,1.46509,2.47689,0.38744
4000.00000,1.16686,1.61355,0.19133,0.17965,10.59390,0.44700,-0.98721,8.98034,0.25566,0.97459,80.64652,0.06536
4000.00000,1.09997,0.58609,0.33332,0.49415,1.24828,0.57288,-0.60582,0.66219,0.23956,0.36702,0.43850,0.05739
4000.00000,1.55165,1.11610,0.30185,0.34139,5.25699,0.76304,-1.21026,4.14089,0.46118,1.46473,17.14699,0.21269
4000.00000,1.96855,1.13110,0.30078,0.44073,5.04270,0.96523,-1.52782,3.91160,0.66445,2.33423,15.30060,0.44149
4000.00000,1.07908,1.95006,0.37887,0.13635,16.01362,0.59001,-0.94273,14.06356,0.21114,0.88874,197.78379,0.04458
4000.00000,1.12575,1.81662,0.18160,0.15238,14.02773,0.41079,-0.97337,12.21111,0.22919,0.94744,149.11113,0.05253
4000.00000,1.78679,0.95735,0.17707,0.47287,3.63931,0.77807,-1.31391,2.68196,0.60100,1.72637,7.19289,0.36120
4000.00000,0.74928,0.99909,0.47597,0.17937,4.38273,0.60018,-0.56991,3.38363,0.12421,0.32479,11.44898,0.01543
4000.00000,1.19053,1.56451,0.49348,0.19214,9.71170,0.76114,-0.99839,8.14719,0.26766,0.99678,66.37671,0.07164
4000.00000,0.55904,0.53277,0.40979,0.25158,1.26259,0.47035,-0.30746,0.72982,0.06056,0.09453,0.53263,0.00367
4000.00000,1.67525,0.51577,0.40476,0.86717,0.95520,0.87342,-0.80809,0.43943,0.46866,0.65300,0.19310,0.21965
4000.00000,1.83114,1.84090,0.23433,0.24760,12.91482,0.68087,-1.58353,11.07392,0.44654,2.50758,122.63160,0.19940
4000.00000,0.71422,1.36974,0.21302,0.13044,7.50909,0.32613,-0.58379,6.13935,0.11311,0.34081,37.69159,0.01279
4000.00000,1.15934,1.26569,0.20352,0.23307,6.17281,0.47770,-0.92628,4.90712,0.27418,0.85799,24.07981,0.07517
4000.00000,1.86439,0.50928,0.42427,0.83312,1.27899,1.07130,-1.03127,0.76971,0.64702,1.06353,0.59246,0.41864
4000.00000,1.17492,1.53936,0.39326,0.19118,9.35538,0.65617,-0.98374,7.81602,0.26291,0.96774,61.09012,0.06912
4000.00000,1.77998,1.24750,0.34130,0.36301,6.18535,0.89230,-1.41696,4.93785,0.55101,2.00779,24.38236,0.30361
4000.00000,1.41701,1.05646,0.40886,0.32642,4.62468,0.80720,-1.09059,3.56822,0.39833,1.18939,12.73217,0.15867
4000.00000,1.22626,1.69102,0.33060,0.17870,11.78624,0.60367,-1.04756,10.09522,0.27307,1.09739,101.91346,0.07457
4000.00000,0.89127,0.51363,0.35932,0.45197,0.97576,0.50444,-0.43931,0.46213,0.14512,0.19299,0.21356,0.02106
4000.00000,0.70918,1.35381,0.44719,0.13125,7.27182,0.55895,-0.57793,5.91801,0.11176,0.33400,35.02286,0.01249
4000.00000,1.09172,1.80059,0.19760,0.15052,13.06527,0.41668,-0.94120,11.26468,0.21908,0.88585,126.89309,0.04800
4000.00000,1.53165,0.91021,0.39459,0.41524,3.35365,0.85427,-1.11642,2.44343,0.45968,1.24639,5.97037,0.21130
4000.00000,1.23653,0.98110,0.17690,0.29968,4.19435,0.49270,-0.93685,3.21325,0.31579,0.87770,10.32497,0.09973
4000.00000,1.97501,0.86240,0.37251,0.55920,3.13721,1.10339,-1.41581,2.27481,0.73088,2.00451,5.17476,0.53418
4000.00000,0.81645,1.76243,0.11214,0.11589,12.33080,0.25129,-0.70056,10.56837,0.13915,0.49079,111.69049,0.01936
4000.00000,0.60900,0.79864,0.23913,0.19695,2.36740,0.32009,-0.41205,1.56876,0.08096,0.16978,2.46102,0.00655
4000.00000,0.82031,1.11672,0.38161,0.18265,5.04243,0.53178,-0.63766,3.92571,0.15017,0.40661,15.41121,0.02255
4000.00000,1.70021,0.86249,0.12721,0.49622,2.92538,0.70241,-1.20399,2.06289,0.57520,1.44958,4.25552,0.33085
4000.00000,1.76730,1.03951,0.37489,0.42469,4.24522,0.94251,-1.34261,3.20570,0.56762,1.80260,10.27653,0.32219
4000.00000,1.64937,0.95614,0.42465,0.43597,3.62485,0.95877,-1.21340,2.66871,0.53412,1.47234,7.12200,0.28528
